Date,Title,article 
"Updated: May 10, 2017, 10:27 IST",Supreme Court rejects plea of HIV+ rape survivor to abort,"NEW DELHI: The , turned down on Tuesday a plea of a 35-year-old destitute HIV positive woman, facing complications in her 26-week pregnancy arising from a sexual assault, to abort as medical report prepared by , doctors said her life might be in danger if medical termination of foetus was done at such an advance stage.

,A bench of Justices Dipak Misra, A M Khanwilkar and M M Shantanagoudar, however, directed Bihar government to provide all medical facilities to her at Patna and also ordered the state to grant compensation of Rs 3 lakh to her under its scheme for rape survivors. It asked the Centre to make all arrangements to shift her to Indira Gandhi Institute of Medical Science at Patna where she would be treated.
,
,Noting that crucial time was wasted as the woman had to fight a legal battle to seek permission to abort the fetus, it decided to frame guidelines for government authorities and courts to take a quick decision on such pleas.The court rapped the state government for opposing her plea in the Patna HC which refused to allow her to abort and it was too late by the time she approached the apex court.
,
,The bench said there was a fault on the part of the state government and Patna Medical College and Hospital and it was because of them that she was denied her right to undergo abortion. It agreed to hear plea to direct the state to award her compensation for negligence on its part and the hospital which insisted her to get approval of her father. The court took a strong view against the state government for opposing her plea for abortion in HC.
,
,
,
,
"
"May 13, 2017, 10:38 IST",Shivajinagar home kids to be subjected to HIV tests,"PUNE: The Child Welfare Committee (CWC) has decided to conduct , test on all 77 children at the , Children’s Home following reports of repeated sexual harassment.

,While police investigation into the case of 8 boys sexually abusing 4 younger boys in 2015 started recently, a CWC inquiry early this month found that four more boys were being sexually abused by three elder boys. A FIR was filed on May 5.
,
,“There have been cases of sexual harassment in the home and there were reports in the local media that some children might have got infected with HIV. Hence, we have decided to check if any child is infected with HIV. There are 77 children at the home and the HIV , will be carried out at the Sassoon General Hospital,” said Anita Wipat, chairperson, CWC.
,
,While the case was reported in 2015, the children were produced in front of Juvenile Justice Board this month. Asked what led to the delay, Wipat said, “Police officials investigating the case need to produce the children in front of the juvenile justice board. Superintendent of the house should also have followed it up with the police. There was lapse from both sides.”
,
,Wipat further said that a showcause notice has been issued to staff members working at Shivajinagar Children’s Home about the delay in the case of 2015 sexual abuse. “It was the duty of the staff members at the home to follow up on the case but they didn’t do it. We have issued a showcause notice regarding the same,” said Wipat.
,
,Rajendra Mokashi, senior police inspector at Shivajinagar Police Station, said, “The officer who was looking into the case in 2015 has been transferred. Our priority is to investigate the case first. Simultaneously, we will also investigate why there was a two year delay and who all are responsible.”
,
,Another police official said, “The problem is that either the children are not aware of what is going on or have got used to the abuse. There needs to be proper counselling of these children because what we are seeing is extremely alarming.”
,
"
"May 14, 2017, 11:14 IST","Mumbai searches for its 8,000 HIV+ people after health ministry orders new line of treatment","MUMBAI: The , (MDACS) has started a painstaking search for 8,000 HIV positive persons since the Union ministry of health issued a circular on May 5 stating that all people living with HIV (PLHIV) be started on anti retroviral therapy (ART) regardless of their blood parameters or age.

, (NACO) previously recommended ART only for those HIV-positive people whose CD4 count (measure of a type of white blood cells) was less than 350 cell millimeter cube on two occasions three months apart.
,
,The new 'test and treat' policy means MDACS has to find the 8,000 people who got themselves tested at various government-run testing centres over the last few years, but were not put on ART because they didn't fulfill the previous NACO guidelines. At present, 33,000 positive people are on ART in Mumbai.
,
,“We have asked the various , (ICTCs) in the city to compile a list of people who tested positive at their centre but are not on ART,“ said MDACS additional project director Dr Srikala ,. Considering that ICTCs gets a mixed crowd including migrants, it is not likely to be an easy exercise.
,
,“We not only have to locate them, we have to get a fresh CD4 count done. Thereafter, we have to counsel them about taking ART,“ said Dr Acharya. The HIV virus remains asymptomatic for years, and it's only when the viral load increases beyond a limit that HIV-positive people start exhibiting outward symptoms such as weight loss and poor immunity against diseases.
,
,“Adherence will be a big issue because why would asymptomatic HIV-positive people take strong medicines like ART,“ said infectious diseases specialist and immunologist Dr Om ,.People need to be counseled about the benefits of ART in the long run (see box).
,
,Latest research published in the Lancet said life expectancy for young HIV-positive adults has risen by 10 years in the United States and Europe due to antiretroviral therapy. “This meant many patients can expect to live as long as those without HIV,“ said the Lancet report.
,
,Moreover, there could an increase in drug resistance if positive people start ART and discontinue it mid-way. “India has to be ready for people developing resistance to firstand second-line drugs. Adequate stocks of secondand third-line drugs should be maintained,“ said Dr Srivastava, who said the private sector had started its 'test and treat' policy over two years ago.
,
,However, MDACS's Dr Acharya said that there were adequate stocks of all ART drug combinations in Mumbai.
,
,Another senior doctor in the government sector, howe ver, was skeptical about the 'test and treat' policy. “It seems to be a pharma-driven agenda to boost sales of medicines,“ said the doctor.
,
"
"Updated: May 14, 2017, 12:19 IST",Case that changed HIV treatment forever,"
  HIV/AIDS Bill passed by Parliament
 ,+"
"Updated: May 14, 2017, 12:19 IST",Case that changed HIV treatment forever,"
  HIV/AIDS Bill passed by Parliament
 ,+"
"May 16, 2017, 07:25 IST",USACS to provide free medicines to all HIV + patients,"DEHRADUN: The , (,) has now decided to provide medicines even to those HIV positive patients who are not , (ART). Currently, there are 5,527 registered HIV positive patients in the state. Out of these, 2,913 people are on ART, which according to , guidelines, is given to patients whose CD4 (a type of white blood cells) count is below 500.
 
,Till now, while 2,913 patients taking ART were given free medicines, the remaining 2,314 patients were excluded from the scheme. However, from this week, USACS will provide free drugs to all 5,527 patients. 
, 
,In another welcome move, USACS has decided to help poor patients in getting subsidized food grains from district food offices. Also, the destitute will not have to endure long queues and will be helped by officials at ART centres. These officials will coordinate with district food officers for getting ID cards for the patients.
, 
,Gagan Luthra, who is a project officer with USACS, said, “Both these initiatives are equally important. In majority of the cases, HIV positive patients are abandoned by their families. Some of the poor patients suffer from poverty and hunger which deteriorates their health. The food security provided to them will ensure that they do not suffer due to hunger.”
, 
,HIV positive patients in the state have been demanding food and travel subsidy for a long time. One of their primary demands is that of travel pass. “We often miss out on medication as we are unable to travel to other parts of the city or the state for check-ups. Most of the times, we don’t have the money to travel and hence a travel pass is very important for us,” said an HIV positive patient from Dehradun.
"
"May 17, 2017, 05:52 IST",New lease of LIFE for those living with HIV,"THIRUVANANTHAPURAM: , (Livelihood, Inclusion, Financial Empowerment) -- the , scheme to provide houses to 2 lakh , – will cover those living with HIV too. It is for the first time that they are being included as beneficiaries of a housing scheme and it is expected to go a long way in removing the social stigma towards them.

,The government had listed eight factors – mental disability, physical disability, people with serious afflictions and the like – to pick beneficiaries of the scheme and the initial survey puts the number of families with one or more factors at 37,295. Among these, 1,872 families include those living with HIV.
,
, Life mission CEO , said the mission covered four categories of people – those owning land but no home, those who couldn’t complete construction of houses or those with inhospitable houses, those who have temporary residences in coastal or plantation areas and landless and homeless people.
,
"
"May 24, 2017, 08:33 IST",Haldwani jail inmates told to come forward for HIV test,"NAINITAL: The authorities at , has asked inmates to come forward for ,.
 
,Manoj Arya, superintendent of the correctional facility at sub-jail, said, “The initiative is part of a central scheme under which test of inmates will be done after counselling them. We have been doing it with the help of a team of doctors, psychologists and counsellors. The response has been positive so far.”
"
"Updated: May 23, 2017, 07:00 IST","29,444 people living with HIV:  K K Shylaja","THIRUVANANTHAPURAM: Health minister , informed the House that there are 29,444 people living with ,. The statistics has been collected as per the registration being made at the anti-retroviral treatment (ART) centres situated in different centres. 

,She said that there are 10 anti-retroviral treatment centres in the state which are offering treatment for these patients absolutely free of cost. These centres are functioning under the Kerala State AIDS Control Society (KSACS). In those districts where there are no ART centres, 13 sub-centres have also been set up. 
,
,The minister also informed the assembly that after the , government came to power 498 posts were created in the new medical colleges alone. Under the national health mission, 88% of the projects sanctioned for 2016-17 has been completed. 
,
,This year about 19 organ transplants were performed in the state under Kerala Network Organ Sharing. 
,
"
"Updated: May 29, 2017, 10:38 IST",District committees to check ill treatment to HIV patients,"BHOPAL: The government has directed district collectors to ensure that HIV patients are not ill-treated or are told to go to other hospitals.

,It has been observed that HIV patients, specially pregnant women, are denied proper treatment in government hospitals and are referred to some other hospitals without any valid reason, stated a latest communique to the district collectors across the state by public health and family welfare department.
,
,The collectors have been directed to set up a committee so ensure that such patients do not suffer the misbehaviour of hospital authorities. District collector would be the chairman of the committee in their respective districts. Moreover, a monthly meeting of the committee will have to be conducted, preferably in the first week of month, stated the health department. 
,
,During the monthly meets, the health officials will have to furnish details regarding the status of pregnant HIV infected women, the services extended to them during delivery and whether they were referred to any hospital and if yes, the reason behind it. They will also have to maintain data of HIV patients and their health status in their respective districts.
,
,The committee members will include the chief medical health officer, civil surgeon, superintendent of district hospital, gynaecologists, nodal officer of , control, women and child development officer, deputy director of social justice department among others.
,
,The chief medical health officer of the district would be responsible for extending all assistance to the woman HIV patients. Besides, if a pregnant HIV patient, who is not registered with the district health authorities, turns up for delivery, she cannot be refused on any grounds, the health department directed.
,
,The health authorities have been directed that any woman who reached to the hospital’s labour room should undergo medical test to find out if she was HIV infected in case her HIV status is not clear in advance.
,
,The guidelines were issued in past as well and test kits were provided to hospitals, but it was not followed and now the committee constituted under district collector should look into its implementation, stated the health department’s letter.
,
"
"Jun 14, 2017, 08:09 IST",Children of HIV patients to get free education in private schools,"BAREILLY: Children of HIV positive patients will now be entitled to free education in private schools up to Class XII under the Right to Education (,). Children between three and seven years will be given admissions in nursery and Class I from this academic year (2017-18). The anti-retroviral therapy (ART) centre in , has so far identified 19 children in this category. 

,Officials said that irrespective of their family's financial condition, children of HIV positive people can now apply for free education in private schools. However, only kids between three and seven years will be eligible for an entry. ""Admissions will be given only in nursery and Class I. We have identified 19 children under this category and have registered them with our centre. We have informed the district magistrate and the Basic , (,) about them. The last date for registering students under this category is June 19,"" said ,, data manager, ART centre.
,
,""Though many HIV patients approached us for free education for their kids in private schools, their children were above seven and hence could not be registered. The selected students will have to apply on the RTE website. If the number of applications is higher than the reserved seats, BSA will take a final call on the basis of a lottery system,"" added Verma.
,
,Under the RTE Act, all private schools are required to fill 25% of seats with students belonging to economically weaker sections.
,
,The government has been providing free treatment, medicines and travel allowance to HIV patients on their visit to ART centres. A total of 1,940 persons are registered with the ART centre and of these, treatment of 1,385 patients has been initiated. These patients also include 90 children below 14. 
,
"
"Updated: Jun 19, 2017, 13:29 IST",‘85% Raj rural women don’t know about HIV/AIDS’,"JAIPUR: High , in the state makes Rajasthan vulnerable to HIV/AIDS. But a matter of even more serious concern is that the percentage of women with comprehensive knowledge of , is quite low here. 

,According to the National Family Health Survey (NFHS) -4 (2015-16), only 19.1% of women have comprehensive knowledge of HIV/AIDS. The situation is even worse in rural areas, where only 14.7% of women (age 15-49 years) have comprehensive knowledge of HIV/AIDS. 
,
,Over the past few years, the , has cut down funds given to AIDS control society across the country. It could be one of the reasons of lack of comprehensive , among population of the state. 
,
,In 2005-06 (NFHS-3), it was shown that 17.3% of woman had comprehensive knowledge of HIV/AIDS in the state. It means that the situation has not improved significantly over the past ten years. 
,
,Among males, the situation is slightly better. According to NFHS -4, there are 37.4% of males having comprehensive knowledge of HIV/AIDS. 
,
,Ten years ago (NFHS-3), 33.4% of males had comprehensive knowledge of HIV/AIDS.
,
"
"Updated: Jun 23, 2017, 07:25 IST",9-year-old HIV+ girl found hanging months after mom dies of AIDS,"KOLKATA: The body of a nine-year-old girl, who had tested positive for HIV , was , at her ,' home , on Wednesday night. Police suspect she might have been suffering from depression since her mother died of AIDS five months ago and committed suicide. They are waiting for the post-mortem report to rule out foul play.

,The girl has been living at the Be hala address for the past few years. It was her mother who had decided to return to her parents' home with her son and daughter after her husband deserted them when he was detected with AIDS. The girl's mother had died in January . The family suspects the father, too, may have died by now.
,
,The girl's grandmother said her son-in-law had never contacted the family after walking out a few years ago.
,
,It was the girl's 11-year-old brother who first spotted her body hanging from the ceiling. It was he who cut the rope and brought her down. Their maternal uncle then rushed to Vidyasagar S G Hospital with the body , where doctors declared her dead.
,
,Neighbours said both the girl and the boy studied at local schools in Be hala. They lived in the house alongwith the grandmother, a maternal uncle and a pet dog.
,
,The family had been living in the two-room tolly-roofed house -a stark misfit in the middle-class neighbourhood of Senhati Bazaar in Behala for the past several years.
,
,“The young boy was visibly shaken after he brought down the lifeless body of his sister. He has not been speaking to anyone. To make matters worse, cops called him and his elderly grandmother to the police station and recorded their statements for several hours on Thursday . They looked physically and emotionally drained when they came back home on Thursday night,“ said a neighbour, unwilling to be named.
,
,TOI attempted to speak to both the boy and the grandmother, but they refused to speak. “We don't want to say anything. I just wish no one has to go through the kind of suffering me and my grandson are going through. We are tired and don't have anything to share,“ the grandmother told TOI on Thursday evening.
,
,According to the uncle, the girl was undergoing treatment and aware of her disease. Locals said she had tried to escape a couple of years ago, but the attempt was foiled after a neighbour spotted her.
,
"
"Updated: Jun 27, 2017, 14:49 IST",IDUs vulnerable to HIV and Hepatitis C,"GUWAHATI: On the occasion of International Day against Drug Abuse and Illicit Trafficking on Monday, grim statistics remind that injecting drug users (IDU) from the northeast are susceptible to AIDS/HIV and , infections. According to estimates, there are 66,000 IDUs in the northeast. As per HIV Sentinel Surveillance data, IDUs constitute 1.46% of the high-risk group for HIV. 

,Kailash Ditya, deputy team leader of Project Sunrise, a project that oversees a prison intervention program (PIP) for high risk groups among prisoners, told TOI that 40 inmates at , with a history of IDUs have been tested for , since January. ""We are working on to bring down demand, supply and harm reduction among the inmates. There is also risk assessment at the same time among the inmates"" said Ditya. 
,
,Though harm reduction programmes (HRN) and oral/opiod substitution therapy (OST) is gaining ground in HIV-afflicted states like Manipur, ,, Nagaland and Mizoram, reaching OST to all parts of the northeast is a challenge because 84% of the population in the northeast resides in rural areas. 
,
,""The Centre has to initiate a surveillance system for HCV at the earliest. IDUs are most vulnerable to HCV. There is no data of how many are affected. There is the need for estimation and study of the disease burden of HCV. Without estimation, proper policy cannot be formulated,"" said Ketholelie Angami, the chairperson of Northeast Hepatitis C ,.
,
"
"Jul 11, 2017, 06:02 IST",ABANDONED PLOT IN SHIVAJI NAGAR,"this open plot in an upscale residential area has been in such dilapidated condition for decades. Besides becoming a garbage dump, it's now home for dangerous creatures like mosquitoes, wasps, scorpions and snakes! I hope NMC takes a serious note of it."
"Jul 13, 2017, 01:00 IST",State implements ‘test and treat’facility for HIV positive people,"PATNA: Human immunodeficiency virus (HIV) positive patients will not have to wait for treatment at antiretroviral therapy (ART) centres in Bihar till the time their immunity drops to the level of being called people with ,. Following the Centre’s guideline, the state health department will make available ‘test and treat’ facility to the people from the day they are detected ,. 

,HIV targets and destroys CD4 T cells that strengthen immunity in a person. , positive patients, whose CD4 cell count is below 400, are treated free of cost at ART centres in Bihar. Patients with a CD4 count below 200 are susceptible to develop serious illnesses. 
,
,“Now, as soon as a person is tested and found HIV positive, s/he will be eligible for ART irrespective of his CD count or clinical stage. This will help save patients from many opportunistic infections. Patients will be monitored after every six months,” said Bihar State Aids Control Society’s (BSACS) care and support treatment’s joint director Dr Basuki Nath Gupta. 
,
,“Although all HIV positive patients, irrespective of their CD4 count and asymptomatic infection will now be eligible for ART, all the treatment protocols will be followed. Before we start ART, we test the patient to rule out all opportunistic infections. If the patient is suffering from any sort of infection, in most cases it is tuberculosis, then we treat him for that infection first before starting ART,” said Dr Mukul Kumar of the ART centre at Patna Medical College and Hospital.
,
,He said early treatment increases immunity and the longevity of the patient and reduces the chances of getting opportunistic infections in future.
,
,Dr Diwakar Tejaswi, who is the medical director of Regional AIDS Training Centre and Network and a member of ,, said although this strategy had been implemented by WHO and other internal societies 3 years back, the Indian government move is welcomed.
,
,“Early treatment reduces the morbidity and mortality rate significantly. Treating a patient early means we may be able to keep the person immune from TB and fungal infections. Also, the viral load becomes nearly undetectable in the blood, thus reducing the transmission to almost zero,” said Tejashwi. He said the patient would be getting treatment even before he suffers any illness due to HIV. “It is cost effective and suppresses the disease from spreading” he added.
,
,
"
"Jul 18, 2017, 08:00 IST",Toe-reading astrologer works to make future of HIV-infected kids better,"Predicting the future and looking into the past by reading the lines on one's big toe may at best be called debatable. But the money an astrologer earns from this unique practice undoubtedly serves a good social cause. With the income he makes, astrologer , supports at least 30 , children in his village in , district. 

,Astrology's purpose, according to Vijay, is to interpret the positions of the planets and stars in the sky to gather information on an individual. But in his social life, it goes beyond that. 
,
,Vijay learnt the art after studying in detail the lines and patterns on one's big toe. For him, it all began at the age of 18. Today, he has read the lines on more than 4,500 big toes of people from different walks of life. Solutions may vary, but it's his devotion for this rare field of astrology that still brings people to his village called Avalpunthurai, 12 km from Erode. 
,
,As a child, Vijay was different from his friends. Besides being a staunch devotee of lord Shiva, he was fond of dogs, considered the vahana (vehicle) of the lord. To express his devotion towards dogs, he even ran a shelter for dogs in his village. ""I was a devotee of Shiva from my childhood. 
,
,When I grew up, I used to dream of the lord. It was in one such dream that I got the idea of toe-reading,"" said Vijay, who was in Chennai recently. Vijay takes the print of one's big toe and studies the various lines on it. ""It takes four to five hours in some cases, but I could give solutions to most people who have approached me so far,"" he said.
,
,But learning to read the lines on one's big toe was not easy as Vijay didn't have any basic training on astrology. When he turned 18, Vijay started studying toe-prints of people and conducted research on how they are related to one's past and present.
,
,Vijay first started taking the toe-prints of some drunkards in his village. He then started analyzing the lines on the big toes of people who are suffering from health problems. It took a couple of years for him to understand the difference between the lines found on toes of people suffering from various issues. 
,
,""People in my village thought I was mad. And my strong faith in lord Shiva was another reason for them to feel so. But I didn't look back. I studied the toe-prints of more than 1,000 people during my research. It was after getting a clear understanding about the subject, I began reading the big toes of people and started giving solutions to their problems,"" said 38-year-old Vijay.
,
,What makes Vijay truly different, however, is the noble act that he does for the HIV-infected children in his village. ""I am not doing toe-reading for money. I am doing this under the instruction from my god. The money is used for the welfare of some 30 HIV-infected children in my village,"" he said.
,
, Besides, the ,, under his chairmanship, has contributed to a number of heart operations, particularly for children, conducted in and around Erode.
,
"
"Updated: Jul 27, 2017, 07:27 IST",Needle pushers adding to rising HIV count in city,"HYDERABAD: Over the past few months, at least 25 , have tested positive for , with authorities raising concern over injectable drug use in the city. 

,These are among the 12,058 new patients added to the HIV/AIDS caseload over the past 12 months.
,
,Drugs like heroin, cocaine, MDMA (ecstasy) - known as street-drugs are commonly injected despite the high risk of contracting AIDS. In fact, one in 23 women and one in 36 men, who inject drugs have a risk of contracting AIDS, health authorities say.
,
,Overall, the state has an estimated 400 such AIDS patients who contacted the dreaded virus through intravenous drug injections. Apart from the street drugs, even prescription drugs like tablets, capsules and liquids are injected occasionally, say insiders.
,
,""Drug abusers often begin with taking pills or snorting drugs in the powdered form, slowly graduate to the intravenous method. Most of the abusers are obsessed with being on a perpetual high. Over time, the usage of pills, capsules, puffing and snorting slowly reduce the impact and hence they switch to intravenous drugs,"" said an official at the Narcotics Control Bureau.
,
,These injectable drugs are often make from powder or crystal form of drugs by dissolving them in water. Sometimes it is even heated up if required and later drawn in to the syringe by dipping a cotton ball into the solution. ""The fact that many of the drug users also have unsafe sexual practices, increase the risk of HIV due to sharing of the syringes,"" added the official.
,
,Apart from getting a high, there are many more reasons why addicts graduate to intravenous drugs say experts, even if it comes with the highest risk of contracting AIDS as well as other blood-related infections. 
,
,""The type of injected drug are opioids- the most well-known of which is heroin. Other opioid medicines that IV drugs users frequently abuse are fentanyl, Talwin and buprenorphine, as well as the prescription painkillers oxycodone and hydrocodone (the latter two are first crushed into a powder and then dissolved into a solution for injection),"" added Dr ,, senior consultant internal medicine, Maxcure hospitals. 
,
,Stimulants are popular with IV drug users because they quickly deliver a strong feeling of euphoria, as well as increased energy, reduced appetite and a reduced need for sleep. ""People who repeatedly snort suffer discomfort due to perforation of nasal mucosa, sinusitis, nose bleeds, loss of sense of smell, problems in swallowing and hoarseness,"" he added.
,
"
"Aug 4, 2017, 10:27 IST","HIV on the decline, syphilis cases up","CHENNAI: When a 30-year-old came to him with an unhealed sore and swelling in his armpits and groin, Dr M Balasubramanian, a physician in Tambaram, had a hunch. He had become familiar with the symptoms while undertaking a survey in the Western Ghats in the late 70s. Two tests later, he was proved right. The man had syphilis, a sexually-transmitted disease the septuagenarian white-coat thought he wouldn't see again.

,A once common STD in the pre-antibiotic era, the prevalence of syphilis was brought down from 8% of the population to less than 1%. In 2011, the National Aids Control Organsiation (NACO) had announced that the country is on the verge of eliminating the bacterial infection. However, six years on, doctors say they are seeing a rise in those testing positive for syphilis among other sexually transmitted diseases, even as the prevalence of HIV is on the decline.
,
,Data accessed by TOI from , State Aids Control Society (TANSACS) has shown that from 2014 to 2016, the number of those who tested positive for HIV went down from 16,708 to 11,395 ­ a 30% decline, with the number of new cases detected decreasing by half from around 2,700. The second most common STD was Herpes genetalis -marked by genital pain and sores in some, and no symptoms in most --which, too, went down by close to 40% from 2014-2016. The biggest surprise for officials was the increase in syphilis cases from around 1,300 in 2014 to 1,700 the following year.
,
,“This could be because of better awareness and surveillance,“ said Dr K Senthil Raj, TANSACS director, adding that many of these cases were picked up in Chennai, Salem and Nammakkal. Researchers say syphilis is on a gradual incline across the country along with other STDs like genital infection caused by human papillomavirus (HPV) and, in some pockets, Herpes genetalis.
,
,“And in some groups like men who have sex with men, the prevalence of syphilis is significantly high,“ said Dr R R Gangakhedkar, director-incharge of National AIDS Research Institute. He said the prevalence of HIV has decreased across the country because of better intervention by Anti-Retroviral Therapy centres.
,
,“While these centres cut the HIV transmission by 93%, alot of other STDs go missed,“ he added. While the transmission efficiency of HIV is low, varying between one in 100 to one in 1000, syphilis occurs in one in 30 people who has come in contact with a carrier. On the brighter side, he said most of those with STDs come at an early stage because of better awareness and hence treated before complications set in.
,
,India records 30 million episodes of STDs annually , of which the government treats about 10 million.
,
,While government facilities target high-risk groups like the transgender community , female sex workers and homosexual groups, private labs say they have been seeing a steady increase in those reporting with STDs among the general population, especially in the 18-35 years age group.
,
,“We have seen a 20% rise of cases of HPV and Herpes. Some of the STDs are detected when the person presents with infertility-related problems,“ said Dr Anita Suryanarayan, vice-president, operations (south India), ,. While the government has several targeted interventions for promoting safe sex, awareness is relatively low among youngsters from the middle and upper class, she felt.
,
"
"Updated: Aug 8, 2017, 00:09 IST",Legal aid centre for HIV-affected opens in Vellore,"Vellore: With an objective to extend legal aid to the patients coming to the anti-retroviral therapy (ART) centre of the Christian Medical College Hospital, the district’s legal service authority (DLSA) has established a legal service here on Monday.

,The centre would aid the HIV affected people to avail their legal rights. The centre was inaugurated by principal district judge and chairperson of DLSA, S Ananthi.
,
,According to the officials of the DLSA, the HIV affected people can approach the centre if they face any legal problems such as the partition of property and dwelling rights at home. The centre would also educate them on government welfare schemes and concessions available for them through the district AIDS control society, said the official. The CMC hospital provided a room for DLSA at the ART centre.
,
,DLSA would depute a lawyer and a para legal volunteer at the clinic, which would be open from 10am to 3.30pm on Tuesdays and Thursdays. District judge E M K S Siddarthar and officials from DLSA were also present on the occasion.
,
,
"
"Aug 8, 2017, 03:09 IST",School life gets a little easier for HIV students,"KOLKATA: State board students up to Class X, who stay with HIV-positive parents or carry the virus themselves, will now be classified as “belonging to (a) disadvantaged group”, which will make them eligible for all facilities that students belonging to Scheduled Castes or Tribes get under the Right to Education Act.

,Students belonging to “disadvantaged groups” get a host of benefits, including reserved seats in institutions as well as grants, scholarships and hostel facilities.
,
,The state government recently issued the notification to all heads of schools, affiliated to the West Bengal Board of Secondary Education, asking them to pass on the benefits of “disadvantaged group” students to HIV-positive parents’ children and HIV-positive children. 
,
,Bengal joins other states, like Kerala, Puducherry, Goa, Punjab, Tamil Nadu and Karnataka, in following a , directive asking state governments to consider issuing such a notification.
,
,“The change of rules will ensure these students get the same facilities that SC, ST students and those classified under minority groups get under the provisions of the RTE Act, 2009. They will get government grants, reservation, scholarships and hostel facilities like the other disadvantaged students. The notification has already been sent to all WBBSE schools,” a senior school education department official said.
,
,The SC order came after a Delhi-based NGO, working with , patients, submitted that children living with HIV-positive parents or affected by , were suffering segregation and, in many cases, were being compelled to leave school even though there was zero risk of transmission of the disease. The apex court then asked state governments to consider issuing this notification.
,
,“We got some cases, mainly from Howrah, South 24-Parganas and Murshidababd, where schools were under pressure from guardians of other students to ostracise HIV-positive students,” an official said.
,
,A recent National Aids Control Organisation report says nearly 22,000 children in Bengal (out of the 1.45 lakh under-15 population) are suffering from HIV. “This number is huge and increasing. The government’s concern for these students will help them,” Subhashgram Nabatara Vidyalaya headmaster Anupam Roy said.
,
,
"
"Aug 23, 2017, 07:14 IST",Most new HIV infections detected in 2016-17 were from Maharashtra,"Mumbai: Maharashtra detected the highest number of new , among states in 2016-17, accounting for 16% of the country’s 1.84 lakh fresh cases. Among the infected were 1,567 newborns who probably didn’t get the preventive drugs on time, while 200 adults got the disease due to transfusion with infected blood.

,This is the second year in a row when the state held on to the dubious distinction of reporting maximum cases after occupying the second and third positions through the last decade. Maharashtra, Andhra Pradesh and Karnataka were the only states to report 20,000-plus new infections in 2016-17.
,
, data obtained from the National Aids Control Organisation (NACO) showed while the state is recording a year-on-year decline, the rate is less than many other high-prevalence states. The state also reported the most mother-to-child transmissions in the country. In the last five years, at least 10,449 newborns got the infection despite the availability of the triple-drug regimen that cuts chances of transmission by 99%. 
,
,Head of state-run JJ Hospital in Byculla, Dr Ashok Anand, said they have not delivered a single HIV-positive baby in the last three to four years. “Giving anti-retroviral to babies soon after birth as well as putting the mother on anti-retroviral therapy early has proved to be very effective,” he said. Chetan Kothari, who filed the RTI said, “It is shameful that even today babies are getting the deadly disease when drugs are readily available.” 
,
,Parimal Singh, who heads the , (MSACS), defended the programme and said not just mother-to-child transmission but , among general and high-risk populations has been on a decline. “It must be taken into consideration that we came to the top spot only after Andhra Pradesh was divided. As far as babies getting HIV is concerned, today HIV+ mothers are no longer afraid of giving birth and this is the programme’s achievement,” he said. MSACS’ data shows from 2009-10 when HIV positivity in general population was around 5.23%, it has dropped to less than 1% today. 
,
,State’s public health minister Dr , added Maharashtra is in a vulnerable position given the huge load of migration. Data also shows a dip in transmission of the disease among homosexuals, bisexuals and transgenders. A few stakeholders however contest intervention to contain HIV in the state has lost steam. Arup Mukherjee, secretary general of the Nagpur-based Indian Red Cross Society, said a fund crunch has been hampering the project for the last two years. “The attrition rate is huge as NGOs are struggling to pay salaries on time. Often testing kits are not available,” he said. Sawant said NACO is responsible for providing 75% of funds. “The state is doing its bit,” he said. 
,
,Singh added Maharashtra and Mumbai are role models for their HIV control strategies. Of course, even after three decades, both the state and city remain hotbeds for the infection.
,
"
"Aug 30, 2017, 06:41 IST",Marriage portal for HIV+ people,"AHMEDABAD: A , for , was launched at the ,, Ahmedabad, (IIM-A) on Tuesday and was handed over to , (GSNP) an organization run by the HIV-positive people and for the HIV positive people. 

,A team of researchers led by professor Rajesh Chandwani, head of Centre for Management of Health Services (CMHS) at IIM-A was working on a project with GSNP to develop the web portal to facilitate marriage amongst HIV positive people in Gujarat. 
,
,Professor Ashish Nanda, Director of IIM-A, said, “The marriage portal will have a positive impact on the lives of individuals living with HIV, as also on the communities within which they live. This project demonstrates the direct impact on society of some of the work being done at IIM-A.”
,
,Chandwani said that they have taken one and half years to design the content and around six months to make the website. “We have taken special precautions to protect the identity and confidentiality of the people living with HIV,” he said. 
,
,
"
"Sep 2, 2017, 06:11 IST",SHIVAJI PARK TURNS PATHETIC AFTER GAURI VISARJAN,"Today the historic Shivaji Park, Dadar greeted early it's morning walkers and joggers with a pathetic sight. The park and its periphery was strewn with thermocol plates, cups, plastic bottles, left overs and what not by the Gauri Ganpati Visarjan participants on 31st August. When will better sense prevail upon citizens not to litter. Seems some section of the society is hell bent upon detailing the Swachh Bharat Movement. The old saying CLEANLINESS IS NEXT TO GODLINESS seems to have lost its meaning.
"
